DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW]
2024-03-07,2024-03-07,FCR,1,NEGPOS_00_04,20
2024-03-07,2024-03-07,FCR,1,NEGPOS_04_08,21.93
2024-03-07,2024-03-07,FCR,1,NEGPOS_20_24,18.4
2024-03-08,2024-03-08,FCR,1,NEGPOS_12_16,42
2024-03-08,2024-03-08,FCR,1,NEGPOS_16_20,35.86
2024-03-08,2024-03-08,FCR,1,NEGPOS_04_08,24.29
2024-03-08,2024-03-08,FCR,1,NEGPOS_08_12,27.59
2024-03-08,2024-03-08,FCR,1,NEGPOS_00_04,20
2024-03-08,2024-03-08,FCR,1,NEGPOS_20_24,20.2
2024-03-09,2024-03-09,FCR,1,NEGPOS_04_08,22
2024-03-09,2024-03-09,FCR,1,NEGPOS_00_04,22.26
2024-03-09,2024-03-09,FCR,1,NEGPOS_08_12,39.4
2024-03-09,2024-03-09,FCR,1,NEGPOS_16_20,37.77
2024-03-09,2024-03-09,FCR,1,NEGPOS_20_24,27.72
2024-03-09,2024-03-09,FCR,1,NEGPOS_12_16,54
2024-03-10,2024-03-10,FCR,1,NEGPOS_16_20,37.81
2024-03-10,2024-03-10,FCR,1,NEGPOS_12_16,55.6
2024-03-10,2024-03-10,FCR,1,NEGPOS_08_12,40
2024-03-10,2024-03-10,FCR,1,NEGPOS_20_24,25
2024-03-10,2024-03-10,FCR,1,NEGPOS_04_08,24
2024-03-10,2024-03-10,FCR,1,NEGPOS_00_04,27.38
2024-03-11,2024-03-11,FCR,1,NEGPOS_12_16,39.57
2024-03-11,2024-03-11,FCR,1,NEGPOS_16_20,40.28
2024-03-11,2024-03-11,FCR,1,NEGPOS_20_24,21.1
2024-03-11,2024-03-11,FCR,1,NEGPOS_08_12,34
2024-03-11,2024-03-11,FCR,1,NEGPOS_04_08,27.66
2024-03-11,2024-03-11,FCR,1,NEGPOS_00_04,35.52
2024-03-12,2024-03-12,FCR,1,NEGPOS_04_08,25.04
2024-03-12,2024-03-12,FCR,1,NEGPOS_20_24,21.6
2024-03-12,2024-03-12,FCR,1,NEGPOS_00_04,19.5
2024-03-12,2024-03-12,FCR,1,NEGPOS_08_12,56
2024-03-12,2024-03-12,FCR,1,NEGPOS_12_16,29.9
2024-03-12,2024-03-12,FCR,1,NEGPOS_16_20,41.6
2024-03-13,2024-03-13,FCR,1,NEGPOS_00_04,20.09
2024-03-13,2024-03-13,FCR,1,NEGPOS_20_24,19.1
2024-03-13,2024-03-13,FCR,1,NEGPOS_08_12,22.1
2024-03-13,2024-03-13,FCR,1,NEGPOS_12_16,24.1
2024-03-13,2024-03-13,FCR,1,NEGPOS_16_20,42.01
2024-03-13,2024-03-13,FCR,1,NEGPOS_04_08,23.6
2024-03-14,2024-03-14,FCR,1,NEGPOS_08_12,27.38
2024-03-14,2024-03-14,FCR,1,NEGPOS_20_24,19.1
2024-03-14,2024-03-14,FCR,1,NEGPOS_00_04,21.46
2024-03-14,2024-03-14,FCR,1,NEGPOS_16_20,38.83
2024-03-14,2024-03-14,FCR,1,NEGPOS_04_08,22.18
2024-03-14,2024-03-14,FCR,1,NEGPOS_12_16,24.72
2024-03-15,2024-03-15,FCR,1,NEGPOS_00_04,19.1
2024-03-15,2024-03-15,FCR,1,NEGPOS_08_12,25.92
2024-03-15,2024-03-15,FCR,1,NEGPOS_04_08,19.1
2024-03-15,2024-03-15,FCR,1,NEGPOS_12_16,30.48
2024-03-15,2024-03-15,FCR,1,NEGPOS_16_20,34
2024-03-15,2024-03-15,FCR,1,NEGPOS_20_24,19.04
2024-03-16,2024-03-16,FCR,1,NEGPOS_04_08,22.27
2024-03-16,2024-03-16,FCR,1,NEGPOS_08_12,27.21
2024-03-16,2024-03-16,FCR,1,NEGPOS_12_16,39.56
2024-03-16,2024-03-16,FCR,1,NEGPOS_20_24,18.54
2024-03-16,2024-03-16,FCR,1,NEGPOS_16_20,36
2024-03-16,2024-03-16,FCR,1,NEGPOS_00_04,21.17
2024-03-17,2024-03-17,FCR,1,NEGPOS_12_16,45.55
2024-03-17,2024-03-17,FCR,1,NEGPOS_08_12,36
2024-03-17,2024-03-17,FCR,1,NEGPOS_04_08,25.6
2024-03-17,2024-03-17,FCR,1,NEGPOS_16_20,31.52
2024-03-17,2024-03-17,FCR,1,NEGPOS_20_24,20.7
2024-03-17,2024-03-17,FCR,1,NEGPOS_00_04,29.48
2024-03-18,2024-03-18,FCR,1,NEGPOS_12_16,30.23
2024-03-18,2024-03-18,FCR,1,NEGPOS_04_08,26
2024-03-18,2024-03-18,FCR,1,NEGPOS_00_04,26
2024-03-18,2024-03-18,FCR,1,NEGPOS_16_20,39
2024-03-18,2024-03-18,FCR,1,NEGPOS_20_24,20
2024-03-18,2024-03-18,FCR,1,NEGPOS_08_12,29.3
2024-03-19,2024-03-19,FCR,1,NEGPOS_04_08,20.8
2024-03-19,2024-03-19,FCR,1,NEGPOS_20_24,21
2024-03-19,2024-03-19,FCR,1,NEGPOS_00_04,26.1
2024-03-19,2024-03-19,FCR,1,NEGPOS_12_16,30
2024-03-19,2024-03-19,FCR,1,NEGPOS_16_20,39.56
2024-03-19,2024-03-19,FCR,1,NEGPOS_08_12,28.76
2024-03-20,2024-03-20,FCR,2,NEGPOS_08_12,-
2024-03-20,2024-03-20,FCR,2,NEGPOS_00_04,-
2024-03-20,2024-03-20,FCR,2,NEGPOS_04_08,-
2024-03-20,2024-03-20,FCR,2,NEGPOS_20_24,-
2024-03-20,2024-03-20,FCR,2,NEGPOS_16_20,-
2024-03-20,2024-03-20,FCR,2,NEGPOS_12_16,-
2024-03-21,2024-03-21,FCR,1,NEGPOS_04_08,24
2024-03-21,2024-03-21,FCR,1,NEGPOS_12_16,34.1
2024-03-21,2024-03-21,FCR,1,NEGPOS_20_24,24.1
2024-03-21,2024-03-21,FCR,1,NEGPOS_00_04,20.45
2024-03-21,2024-03-21,FCR,1,NEGPOS_08_12,35.75
2024-03-21,2024-03-21,FCR,1,NEGPOS_16_20,52
2024-03-22,2024-03-22,FCR,1,NEGPOS_20_24,24.9
2024-03-22,2024-03-22,FCR,1,NEGPOS_00_04,20.06
2024-03-22,2024-03-22,FCR,1,NEGPOS_16_20,51
2024-03-22,2024-03-22,FCR,1,NEGPOS_08_12,36.33
2024-03-22,2024-03-22,FCR,1,NEGPOS_12_16,32.07
2024-03-22,2024-03-22,FCR,1,NEGPOS_04_08,27.06
2024-03-23,2024-03-23,FCR,1,NEGPOS_20_24,35
2024-03-23,2024-03-23,FCR,1,NEGPOS_08_12,44.8
2024-03-23,2024-03-23,FCR,1,NEGPOS_16_20,56.22
2024-03-23,2024-03-23,FCR,1,NEGPOS_00_04,20.33
2024-03-23,2024-03-23,FCR,1,NEGPOS_04_08,26
2024-03-23,2024-03-23,FCR,1,NEGPOS_12_16,51.6
2024-03-24,2024-03-24,FCR,1,NEGPOS_20_24,32
2024-03-24,2024-03-24,FCR,1,NEGPOS_16_20,70.56
2024-03-24,2024-03-24,FCR,1,NEGPOS_12_16,91.61
2024-03-24,2024-03-24,FCR,1,NEGPOS_08_12,70.73
2024-03-24,2024-03-24,FCR,1,NEGPOS_04_08,39.5
2024-03-24,2024-03-24,FCR,1,NEGPOS_00_04,34.59
2024-03-25,2024-03-25,FCR,1,NEGPOS_00_04,39.36
2024-03-25,2024-03-25,FCR,1,NEGPOS_04_08,40.58
2024-03-25,2024-03-25,FCR,1,NEGPOS_08_12,43.46
2024-03-25,2024-03-25,FCR,1,NEGPOS_20_24,30.93
2024-03-25,2024-03-25,FCR,1,NEGPOS_12_16,36
2024-03-25,2024-03-25,FCR,1,NEGPOS_16_20,64.09
2024-03-26,2024-03-26,FCR,1,NEGPOS_04_08,35.75
2024-03-26,2024-03-26,FCR,1,NEGPOS_16_20,54
2024-03-26,2024-03-26,FCR,1,NEGPOS_00_04,35.45
2024-03-26,2024-03-26,FCR,1,NEGPOS_12_16,57.94
2024-03-26,2024-03-26,FCR,1,NEGPOS_08_12,58.55
2024-03-26,2024-03-26,FCR,1,NEGPOS_20_24,29.93
2024-03-27,2024-03-27,FCR,1,NEGPOS_16_20,55.6
2024-03-27,2024-03-27,FCR,1,NEGPOS_12_16,56
2024-03-27,2024-03-27,FCR,1,NEGPOS_04_08,33.25
2024-03-27,2024-03-27,FCR,1,NEGPOS_08_12,54.04
2024-03-27,2024-03-27,FCR,1,NEGPOS_20_24,31.92
2024-03-27,2024-03-27,FCR,1,NEGPOS_00_04,30.21
2024-03-28,2024-03-28,FCR,2,NEGPOS_16_20,-
2024-03-28,2024-03-28,FCR,2,NEGPOS_12_16,-
2024-03-28,2024-03-28,FCR,2,NEGPOS_08_12,-
2024-03-28,2024-03-28,FCR,2,NEGPOS_04_08,-
2024-03-28,2024-03-28,FCR,2,NEGPOS_00_04,-
2024-03-28,2024-03-28,FCR,2,NEGPOS_20_24,-
2024-03-29,2024-03-29,FCR,1,NEGPOS_00_04,28
2024-03-29,2024-03-29,FCR,1,NEGPOS_08_12,63.66
2024-03-29,2024-03-29,FCR,1,NEGPOS_20_24,31.72
2024-03-29,2024-03-29,FCR,1,NEGPOS_04_08,31.68
2024-03-29,2024-03-29,FCR,1,NEGPOS_16_20,53.1
2024-03-29,2024-03-29,FCR,1,NEGPOS_12_16,88.84
2024-03-30,2024-03-30,FCR,1,NEGPOS_04_08,38.99
2024-03-30,2024-03-30,FCR,1,NEGPOS_00_04,41.23
2024-03-30,2024-03-30,FCR,1,NEGPOS_08_12,58.67
2024-03-30,2024-03-30,FCR,1,NEGPOS_16_20,57.2
2024-03-30,2024-03-30,FCR,1,NEGPOS_12_16,91.96
2024-03-30,2024-03-30,FCR,1,NEGPOS_20_24,33.86
2024-03-31,2024-03-31,FCR,1,NEGPOS_04_08,36.63
2024-03-31,2024-03-31,FCR,1,NEGPOS_08_12,63.72
2024-03-31,2024-03-31,FCR,1,NEGPOS_00_04,39.48
2024-03-31,2024-03-31,FCR,1,NEGPOS_16_20,61.95
2024-03-31,2024-03-31,FCR,1,NEGPOS_20_24,38.34
2024-03-31,2024-03-31,FCR,1,NEGPOS_12_16,98.84
2024-04-01,2024-04-01,FCR,2,NEGPOS_00_04,-
2024-04-01,2024-04-01,FCR,2,NEGPOS_04_08,-
2024-04-01,2024-04-01,FCR,2,NEGPOS_12_16,-
2024-04-01,2024-04-01,FCR,2,NEGPOS_20_24,-
2024-04-01,2024-04-01,FCR,2,NEGPOS_08_12,-
2024-04-01,2024-04-01,FCR,2,NEGPOS_16_20,-
2024-04-02,2024-04-02,FCR,1,NEGPOS_12_16,99.53
2024-04-02,2024-04-02,FCR,1,NEGPOS_20_24,38.16
2024-04-02,2024-04-02,FCR,1,NEGPOS_00_04,44.24
2024-04-02,2024-04-02,FCR,1,NEGPOS_04_08,40.1
2024-04-02,2024-04-02,FCR,1,NEGPOS_08_12,61
2024-04-02,2024-04-02,FCR,1,NEGPOS_16_20,68.74
2024-04-03,2024-04-03,FCR,1,NEGPOS_00_04,51.71
2024-04-03,2024-04-03,FCR,1,NEGPOS_16_20,63.5
2024-04-03,2024-04-03,FCR,1,NEGPOS_08_12,67.56
2024-04-03,2024-04-03,FCR,1,NEGPOS_12_16,110
2024-04-03,2024-04-03,FCR,1,NEGPOS_04_08,43.54
2024-04-03,2024-04-03,FCR,1,NEGPOS_20_24,39.36
2024-04-04,2024-04-04,FCR,1,NEGPOS_16_20,61.64
2024-04-04,2024-04-04,FCR,1,NEGPOS_08_12,70.44
2024-04-04,2024-04-04,FCR,1,NEGPOS_04_08,44.9
2024-04-04,2024-04-04,FCR,1,NEGPOS_00_04,44
2024-04-04,2024-04-04,FCR,1,NEGPOS_12_16,118.3
2024-04-04,2024-04-04,FCR,1,NEGPOS_20_24,39.36
2024-04-05,2024-04-05,FCR,1,NEGPOS_12_16,74
2024-04-05,2024-04-05,FCR,1,NEGPOS_20_24,38.6
2024-04-05,2024-04-05,FCR,1,NEGPOS_00_04,38.88
2024-04-05,2024-04-05,FCR,1,NEGPOS_16_20,51.24
2024-04-05,2024-04-05,FCR,1,NEGPOS_04_08,36.72
2024-04-05,2024-04-05,FCR,1,NEGPOS_08_12,51.56
2024-04-06,2024-04-06,FCR,1,NEGPOS_16_20,55.2
2024-04-06,2024-04-06,FCR,1,NEGPOS_00_04,35.56
2024-04-06,2024-04-06,FCR,1,NEGPOS_04_08,35.6
2024-04-06,2024-04-06,FCR,1,NEGPOS_12_16,115.63
2024-04-06,2024-04-06,FCR,1,NEGPOS_08_12,57
2024-04-06,2024-04-06,FCR,1,NEGPOS_20_24,35.52
2024-04-07,2024-04-07,FCR,1,NEGPOS_04_08,34.28
2024-04-07,2024-04-07,FCR,1,NEGPOS_12_16,130
2024-04-07,2024-04-07,FCR,1,NEGPOS_16_20,60.76
2024-04-07,2024-04-07,FCR,1,NEGPOS_20_24,32.87
2024-04-07,2024-04-07,FCR,1,NEGPOS_00_04,36.64
2024-04-07,2024-04-07,FCR,1,NEGPOS_08_12,56
2024-04-08,2024-04-08,FCR,1,NEGPOS_04_08,56
2024-04-08,2024-04-08,FCR,1,NEGPOS_00_04,45
2024-04-08,2024-04-08,FCR,1,NEGPOS_16_20,87.5
2024-04-08,2024-04-08,FCR,1,NEGPOS_20_24,55.6
2024-04-08,2024-04-08,FCR,1,NEGPOS_12_16,122.7
2024-04-08,2024-04-08,FCR,1,NEGPOS_08_12,64.87
2024-04-09,2024-04-09,FCR,1,NEGPOS_12_16,81.25
2024-04-09,2024-04-09,FCR,1,NEGPOS_08_12,57.2
2024-04-09,2024-04-09,FCR,1,NEGPOS_04_08,49
2024-04-09,2024-04-09,FCR,1,NEGPOS_20_24,45
2024-04-09,2024-04-09,FCR,1,NEGPOS_16_20,56.4
2024-04-09,2024-04-09,FCR,1,NEGPOS_00_04,48
2024-04-10,2024-04-10,FCR,1,NEGPOS_00_04,104.05
2024-04-10,2024-04-10,FCR,1,NEGPOS_16_20,99.61
2024-04-10,2024-04-10,FCR,1,NEGPOS_20_24,63.92
2024-04-10,2024-04-10,FCR,1,NEGPOS_12_16,145.94
2024-04-10,2024-04-10,FCR,1,NEGPOS_08_12,106.09
2024-04-10,2024-04-10,FCR,1,NEGPOS_04_08,75
2024-04-11,2024-04-11,FCR,1,NEGPOS_04_08,69.11
2024-04-11,2024-04-11,FCR,1,NEGPOS_20_24,62.62
2024-04-11,2024-04-11,FCR,1,NEGPOS_16_20,94
2024-04-11,2024-04-11,FCR,1,NEGPOS_12_16,144.55
2024-04-11,2024-04-11,FCR,1,NEGPOS_08_12,101
2024-04-11,2024-04-11,FCR,1,NEGPOS_00_04,90
2024-04-12,2024-04-12,FCR,1,NEGPOS_20_24,60
2024-04-12,2024-04-12,FCR,1,NEGPOS_16_20,93.92
2024-04-12,2024-04-12,FCR,1,NEGPOS_12_16,139
2024-04-12,2024-04-12,FCR,1,NEGPOS_00_04,69
2024-04-12,2024-04-12,FCR,1,NEGPOS_04_08,59.66
2024-04-12,2024-04-12,FCR,1,NEGPOS_08_12,98.7
2024-04-13,2024-04-13,FCR,1,NEGPOS_00_04,69
2024-04-13,2024-04-13,FCR,1,NEGPOS_12_16,146.9
2024-04-13,2024-04-13,FCR,1,NEGPOS_08_12,155.2
2024-04-13,2024-04-13,FCR,1,NEGPOS_04_08,59.66
2024-04-13,2024-04-13,FCR,1,NEGPOS_16_20,115.95
2024-04-13,2024-04-13,FCR,1,NEGPOS_20_24,60
2024-04-14,2024-04-14,FCR,1,NEGPOS_04_08,100
2024-04-14,2024-04-14,FCR,1,NEGPOS_16_20,122
2024-04-14,2024-04-14,FCR,1,NEGPOS_08_12,191.49
2024-04-14,2024-04-14,FCR,1,NEGPOS_00_04,99.4
2024-04-14,2024-04-14,FCR,1,NEGPOS_20_24,54.91
2024-04-14,2024-04-14,FCR,1,NEGPOS_12_16,288.05
2024-04-15,2024-04-15,FCR,2,NEGPOS_16_20,-
2024-04-15,2024-04-15,FCR,2,NEGPOS_20_24,-
2024-04-15,2024-04-15,FCR,2,NEGPOS_08_12,-
2024-04-15,2024-04-15,FCR,2,NEGPOS_00_04,-
2024-04-15,2024-04-15,FCR,2,NEGPOS_12_16,-
2024-04-15,2024-04-15,FCR,2,NEGPOS_04_08,-
2024-04-16,2024-04-16,FCR,2,NEGPOS_00_04,-
2024-04-16,2024-04-16,FCR,2,NEGPOS_04_08,-
2024-04-16,2024-04-16,FCR,2,NEGPOS_20_24,-
2024-04-16,2024-04-16,FCR,2,NEGPOS_16_20,-
2024-04-16,2024-04-16,FCR,2,NEGPOS_12_16,-
2024-04-16,2024-04-16,FCR,2,NEGPOS_08_12,-
2024-04-17,2024-04-17,FCR,1,NEGPOS_12_16,100
2024-04-17,2024-04-17,FCR,1,NEGPOS_04_08,71.21
2024-04-17,2024-04-17,FCR,1,NEGPOS_20_24,48.6
2024-04-17,2024-04-17,FCR,1,NEGPOS_08_12,82.6
2024-04-17,2024-04-17,FCR,1,NEGPOS_16_20,76
2024-04-17,2024-04-17,FCR,1,NEGPOS_00_04,44
2024-04-18,2024-04-18,FCR,2,NEGPOS_12_16,-
2024-04-18,2024-04-18,FCR,2,NEGPOS_04_08,-
2024-04-18,2024-04-18,FCR,2,NEGPOS_16_20,-
2024-04-18,2024-04-18,FCR,2,NEGPOS_00_04,-
2024-04-18,2024-04-18,FCR,2,NEGPOS_20_24,-
2024-04-18,2024-04-18,FCR,2,NEGPOS_08_12,-
2024-04-19,2024-04-19,FCR,2,NEGPOS_00_04,-
2024-04-19,2024-04-19,FCR,2,NEGPOS_04_08,-
2024-04-19,2024-04-19,FCR,2,NEGPOS_12_16,-
2024-04-19,2024-04-19,FCR,2,NEGPOS_16_20,-
2024-04-19,2024-04-19,FCR,2,NEGPOS_20_24,-
2024-04-19,2024-04-19,FCR,2,NEGPOS_08_12,-
2024-04-20,2024-04-20,FCR,2,NEGPOS_00_04,-
2024-04-20,2024-04-20,FCR,2,NEGPOS_08_12,-
2024-04-20,2024-04-20,FCR,2,NEGPOS_12_16,-
2024-04-20,2024-04-20,FCR,2,NEGPOS_16_20,-
2024-04-20,2024-04-20,FCR,2,NEGPOS_20_24,-
2024-04-20,2024-04-20,FCR,2,NEGPOS_04_08,-
2024-04-21,2024-04-21,FCR,1,NEGPOS_04_08,62
2024-04-21,2024-04-21,FCR,1,NEGPOS_20_24,47.33
2024-04-21,2024-04-21,FCR,1,NEGPOS_16_20,94.8
2024-04-21,2024-04-21,FCR,1,NEGPOS_12_16,127.19
2024-04-21,2024-04-21,FCR,1,NEGPOS_00_04,56.4
2024-04-21,2024-04-21,FCR,1,NEGPOS_08_12,96.8
2024-04-22,2024-04-22,FCR,1,NEGPOS_00_04,47.58
2024-04-22,2024-04-22,FCR,1,NEGPOS_12_16,108.11
2024-04-22,2024-04-22,FCR,1,NEGPOS_08_12,85.99
2024-04-22,2024-04-22,FCR,1,NEGPOS_16_20,77.6
2024-04-22,2024-04-22,FCR,1,NEGPOS_20_24,51.47
2024-04-22,2024-04-22,FCR,1,NEGPOS_04_08,56
2024-04-23,2024-04-23,FCR,1,NEGPOS_00_04,31.68
2024-04-23,2024-04-23,FCR,1,NEGPOS_12_16,79.56
2024-04-23,2024-04-23,FCR,1,NEGPOS_04_08,41.68
2024-04-23,2024-04-23,FCR,1,NEGPOS_20_24,32
2024-04-23,2024-04-23,FCR,1,NEGPOS_16_20,42.78
2024-04-23,2024-04-23,FCR,1,NEGPOS_08_12,57.63
2024-04-24,2024-04-24,FCR,2,NEGPOS_20_24,-
2024-04-24,2024-04-24,FCR,2,NEGPOS_04_08,-
2024-04-24,2024-04-24,FCR,2,NEGPOS_12_16,-
2024-04-24,2024-04-24,FCR,2,NEGPOS_00_04,-
2024-04-24,2024-04-24,FCR,2,NEGPOS_08_12,-
2024-04-24,2024-04-24,FCR,2,NEGPOS_16_20,-
2024-04-25,2024-04-25,FCR,1,NEGPOS_00_04,33.44
2024-04-25,2024-04-25,FCR,1,NEGPOS_08_12,67.92
2024-04-25,2024-04-25,FCR,1,NEGPOS_12_16,67.92
2024-04-25,2024-04-25,FCR,1,NEGPOS_16_20,59.38
2024-04-25,2024-04-25,FCR,1,NEGPOS_20_24,50
2024-04-25,2024-04-25,FCR,1,NEGPOS_04_08,65.82
2024-04-26,2024-04-26,FCR,1,NEGPOS_08_12,74.25
2024-04-26,2024-04-26,FCR,1,NEGPOS_12_16,68.7
2024-04-26,2024-04-26,FCR,1,NEGPOS_00_04,40.39
2024-04-26,2024-04-26,FCR,1,NEGPOS_04_08,68
2024-04-26,2024-04-26,FCR,1,NEGPOS_16_20,74.76
2024-04-26,2024-04-26,FCR,1,NEGPOS_20_24,68
2024-04-27,2024-04-27,FCR,1,NEGPOS_20_24,55.2
2024-04-27,2024-04-27,FCR,1,NEGPOS_12_16,96.8
2024-04-27,2024-04-27,FCR,1,NEGPOS_16_20,87.2
2024-04-27,2024-04-27,FCR,1,NEGPOS_04_08,55
2024-04-27,2024-04-27,FCR,1,NEGPOS_08_12,81.2
2024-04-27,2024-04-27,FCR,1,NEGPOS_00_04,36
2024-04-28,2024-04-28,FCR,1,NEGPOS_16_20,94.47
2024-04-28,2024-04-28,FCR,1,NEGPOS_20_24,66.15
2024-04-28,2024-04-28,FCR,1,NEGPOS_08_12,124.05
2024-04-28,2024-04-28,FCR,1,NEGPOS_12_16,182
2024-04-28,2024-04-28,FCR,1,NEGPOS_00_04,45
2024-04-28,2024-04-28,FCR,1,NEGPOS_04_08,55.6
2024-04-29,2024-04-29,FCR,1,NEGPOS_08_12,79.4
2024-04-29,2024-04-29,FCR,1,NEGPOS_20_24,50.8
2024-04-29,2024-04-29,FCR,1,NEGPOS_00_04,41.08
2024-04-29,2024-04-29,FCR,1,NEGPOS_04_08,51
2024-04-29,2024-04-29,FCR,1,NEGPOS_12_16,135.69
2024-04-29,2024-04-29,FCR,1,NEGPOS_16_20,66.91
2024-04-30,2024-04-30,FCR,1,NEGPOS_08_12,63.16
2024-04-30,2024-04-30,FCR,1,NEGPOS_16_20,55.2
2024-04-30,2024-04-30,FCR,1,NEGPOS_12_16,100.07
2024-04-30,2024-04-30,FCR,1,NEGPOS_00_04,39.6
2024-04-30,2024-04-30,FCR,1,NEGPOS_20_24,45.72
2024-04-30,2024-04-30,FCR,1,NEGPOS_04_08,44.56
2024-05-01,2024-05-01,FCR,1,NEGPOS_16_20,111
2024-05-01,2024-05-01,FCR,1,NEGPOS_08_12,128
2024-05-01,2024-05-01,FCR,1,NEGPOS_20_24,57.2
2024-05-01,2024-05-01,FCR,1,NEGPOS_12_16,180
2024-05-01,2024-05-01,FCR,1,NEGPOS_04_08,56.54
2024-05-01,2024-05-01,FCR,1,NEGPOS_00_04,36
2024-05-02,2024-05-02,FCR,1,NEGPOS_04_08,55.2
2024-05-02,2024-05-02,FCR,1,NEGPOS_20_24,54
2024-05-02,2024-05-02,FCR,1,NEGPOS_00_04,38.11
2024-05-02,2024-05-02,FCR,1,NEGPOS_16_20,87
2024-05-02,2024-05-02,FCR,1,NEGPOS_12_16,166.25
2024-05-02,2024-05-02,FCR,1,NEGPOS_08_12,108
2024-05-03,2024-05-03,FCR,1,NEGPOS_08_12,67.8
2024-05-03,2024-05-03,FCR,1,NEGPOS_16_20,56
2024-05-03,2024-05-03,FCR,1,NEGPOS_00_04,42
2024-05-03,2024-05-03,FCR,1,NEGPOS_04_08,51
2024-05-03,2024-05-03,FCR,1,NEGPOS_20_24,39.2
2024-05-03,2024-05-03,FCR,1,NEGPOS_12_16,120
2024-05-04,2024-05-04,FCR,1,NEGPOS_00_04,38.92
2024-05-04,2024-05-04,FCR,1,NEGPOS_04_08,46.47
2024-05-04,2024-05-04,FCR,1,NEGPOS_16_20,68
2024-05-04,2024-05-04,FCR,1,NEGPOS_12_16,115.38
2024-05-04,2024-05-04,FCR,1,NEGPOS_20_24,43.68
2024-05-04,2024-05-04,FCR,1,NEGPOS_08_12,94
2024-05-05,2024-05-05,FCR,1,NEGPOS_12_16,160
2024-05-05,2024-05-05,FCR,1,NEGPOS_20_24,35
2024-05-05,2024-05-05,FCR,1,NEGPOS_04_08,49.76
2024-05-05,2024-05-05,FCR,1,NEGPOS_00_04,38.4
2024-05-05,2024-05-05,FCR,1,NEGPOS_08_12,100
2024-05-05,2024-05-05,FCR,1,NEGPOS_16_20,87.74
2024-05-06,2024-05-06,FCR,2,NEGPOS_08_12,-
2024-05-06,2024-05-06,FCR,2,NEGPOS_12_16,-
2024-05-06,2024-05-06,FCR,2,NEGPOS_04_08,-
2024-05-06,2024-05-06,FCR,2,NEGPOS_00_04,-
2024-05-06,2024-05-06,FCR,2,NEGPOS_16_20,-
2024-05-06,2024-05-06,FCR,2,NEGPOS_20_24,-
2024-05-07,2024-05-07,FCR,2,NEGPOS_08_12,-
2024-05-07,2024-05-07,FCR,2,NEGPOS_04_08,-
2024-05-07,2024-05-07,FCR,2,NEGPOS_20_24,-
2024-05-07,2024-05-07,FCR,2,NEGPOS_00_04,-
2024-05-07,2024-05-07,FCR,2,NEGPOS_16_20,-
2024-05-07,2024-05-07,FCR,2,NEGPOS_12_16,-
2024-05-08,2024-05-08,FCR,1,NEGPOS_00_04,34
2024-05-08,2024-05-08,FCR,1,NEGPOS_04_08,52.44
2024-05-08,2024-05-08,FCR,1,NEGPOS_12_16,100.52
2024-05-08,2024-05-08,FCR,1,NEGPOS_08_12,78.06
2024-05-08,2024-05-08,FCR,1,NEGPOS_20_24,56.12
2024-05-08,2024-05-08,FCR,1,NEGPOS_16_20,63.54
2024-05-09,2024-05-09,FCR,2,NEGPOS_04_08,-
2024-05-09,2024-05-09,FCR,2,NEGPOS_16_20,-
2024-05-09,2024-05-09,FCR,2,NEGPOS_12_16,-
2024-05-09,2024-05-09,FCR,2,NEGPOS_20_24,-
2024-05-09,2024-05-09,FCR,2,NEGPOS_00_04,-
2024-05-09,2024-05-09,FCR,2,NEGPOS_08_12,-
2024-05-10,2024-05-10,FCR,1,NEGPOS_16_20,89.22
2024-05-10,2024-05-10,FCR,1,NEGPOS_00_04,31.5
2024-05-10,2024-05-10,FCR,1,NEGPOS_20_24,56.55
2024-05-10,2024-05-10,FCR,1,NEGPOS_08_12,99.4
2024-05-10,2024-05-10,FCR,1,NEGPOS_04_08,48.2
2024-05-10,2024-05-10,FCR,1,NEGPOS_12_16,124.26
2024-05-11,2024-05-11,FCR,1,NEGPOS_04_08,50
2024-05-11,2024-05-11,FCR,1,NEGPOS_08_12,166.98
2024-05-11,2024-05-11,FCR,1,NEGPOS_00_04,32.49
2024-05-11,2024-05-11,FCR,1,NEGPOS_20_24,55
2024-05-11,2024-05-11,FCR,1,NEGPOS_12_16,199.8
2024-05-11,2024-05-11,FCR,1,NEGPOS_16_20,93.31
2024-05-12,2024-05-12,FCR,1,NEGPOS_12_16,224.86
2024-05-12,2024-05-12,FCR,1,NEGPOS_20_24,59
2024-05-12,2024-05-12,FCR,1,NEGPOS_04_08,50.52
2024-05-12,2024-05-12,FCR,1,NEGPOS_16_20,116.53
2024-05-12,2024-05-12,FCR,1,NEGPOS_08_12,131.51
2024-05-12,2024-05-12,FCR,1,NEGPOS_00_04,38.52
2024-05-13,2024-05-13,FCR,1,NEGPOS_00_04,38.4
2024-05-13,2024-05-13,FCR,1,NEGPOS_08_12,110
2024-05-13,2024-05-13,FCR,1,NEGPOS_12_16,157
2024-05-13,2024-05-13,FCR,1,NEGPOS_16_20,113.68
2024-05-13,2024-05-13,FCR,1,NEGPOS_20_24,65.08
2024-05-13,2024-05-13,FCR,1,NEGPOS_04_08,50.7
2024-05-14,2024-05-14,FCR,1,NEGPOS_04_08,55.64
